Player,Points
Anna Siskova,18
Arianne Hartono,18
Kristiana Sidorova,18
Vendula Valdmannova,18
Astrid Lew Yan Foon,18
Ayano Shimizu,18
Mayar Sherif,18
Mona Barthel,18
Hanne Vandewinkel,18
Rina Saigo,18
Maria Timofeeva,16
Leyre Romero Gormaz,16
Mariia Tkacheva,15
Sohyun Park,15
Eri Shimizu,15
Aliona Bolsova Zadoinov,15
Yasmine Kabbaj,15
Suzan Lamens,15
Laura Pigossi,15
Yeonwoo Ku,14
Xinyu Gao,14
Kristina Mladenovic,14
Katarzyna Piter,13
Mina Hodzic,13
Sarah Rakotomanga Rajaonah Tiantsoa,13
Xiaodi You,13
Haruka Kaji,12
Amy Zhu,12
Jia-Jing Lu,12
Vaishnavi Adkar,12
Thasaporn Naklo,12
Han Shi,12
Miho Kuramochi,12
Madelyn Nugroho Priska,12
Susan Bandecchi,12
Venus Williams,12
Katherine Sebov,12
Kyoka Okamura,12
Peangtarn Plipuech,12
Zarina Diyas,11
Elizabeth Mandlik,11
Leolia Jeanjean,11
Qinwen Zheng,10
Lulu Sun,10
Mananchaya Sawangkaew,10
Nicole Fossa Huergo,9
Varvara Lepchenko,7
Bianca Bulgaru Miriam,7
Nuria Parrizas-Diaz,7
Zuzanna Pawlikowska,6
Sakura Hosogi,6
Ena Shibahara,6
Alina Charaeva,5
Anna-Lena Friedsam,5
Mia Horvit,4
Ankita Raina,4
Anastasia Kulikova,4
Naiktha Bains,4
Dalila Jakupovic,4
Alina Korneeva,4
Lucija Ciric Bagaric,4
Noma Noha Akugue,4
Carolyn Ansari,4
Carole Monnet,4
Renee Alame,3
Laura Samson,3
Tahlia Kokkinis,3
Stefani Webb,3
Sijia Wei,3
Destanee Aiava,3
Astra Sharma,3
Aleksandra Krunic,3
Anastasija Sevastova,3
Alana Subasic,3
Cadence Brace,3
Barbora Palicova,3
Selena Janicijevic,3
Sada Nahimana,3
Alice Rame,3
Nao Hibino,3
Mingge Xu,3
Manon Leonard,3
Francisca Jorge,3
Louisa Chirico,3
Jessika Ponchet,3
Camilla Rosatello,3
Madison Brengle,3
Ksenia Efremova,2
Tara Wuerth,2
Eva Vedder,2
Berfu Cengiz,2
Bernarda Pera,2
Sofia Sanchez Ana,2
Luisina Giovannini,2
Nuria Brancaccio,2
Alice Tubello,2
Hiroko Kuwata,2
Sachia Vickery,2
Sarah Rokusek,2
Kayla Cross,2
Andrea Lazaro Garcia,2
Arantxa Rus,2
Jessica Pieri,2
Tori Russell,1
Jizelle Sibai,1
Isabella Guillen Giselle,1
Ava Beck,1
Aishi Das,1
Sonal Patil,1
Mara Gae,1
Julie Pastikova,1
Elyse Tse,1
Brenda Fruhvirtova,1
Dileep Nitture Akanksha,1
Zeel Desai,1
Naoko Eto,1
Ana Bogdan,1
Ulrikke Eikeri,1
Emily Webley-Smith,1
Sarah Mildren,1
Maaya Rajeshwaran Revathi,1
Laquisa Khan,1
Analu Freitas,1
Ruxandra Bertea Elena,1
Alevtina Ibragimova,1
Yaroslava Bartashevich,1
Anastasiia Sobolieva,1
Lucie Havlickova,1
Vaidehi Chaudhari,1
Monique Barry,1
Gabriella da Silva Fick,1
Sara Lanca,1
Saumya Vig,1
Oceane Dodin,1
Angelina Voloshchuk,1
Briana Szabo,1
Diletta Cherubini,1
Fiona Crawley,1
Ekaterina Ovcharenko,1
Katie Swan,1
Sara Saito,1
Emily Appleton,1
Angela Fita Boluda,1
Georgiana Serban Raluca,1
Irene Burillo Escorihuela,1
Isabella Shinikova,1
Yasmine Mansouri,1
Ylena In-Albon,1
Amelia Paszun,0
Barbara Straszewska,0
Jahnie Van Zyl,0
Anastasia Bertacchi,0
Carla Tomai,0
Marie Desvignes Eva,0
Yingqun Sun,0
Ying Cheuk Shek,0
Julia Adams,0
Ruien Zhang,0
Yujin Kim,0
Monika Ekstrand,0
Francesca Gandolfi,0
Allegra Korpanec Davies,0
Dunja Maric,0
Marta Soriano Santiago,0
Viola Turini,0
Rikke De Koning,0
Yelyzaveta Kotliar,0
Amelie Van Impe,0
Tilwith Di Girolami,0
Arianna Zucchini,0
Nahia Berecoechea,0
Radka Zelnickova,0
Benedetta Ortenzi,0
Alba Rey Garcia,0
Laia Petretic,0
Amy Stevens,0
Anastasia Zolotareva,0
Boyoung Jeong,0
Ania Hertel,0
Oceane Babel,0
Clara Vlasselaer,0
Adithya Karunaratne,0
Dayeon Back,0
Sina Herrmann,0
Jiaqi Wang,0
Marine Szostak,0
Hikaru Sato,0
Cody Wong Hong Yi,0
Marie Voracek Eva,0
Yuka Hosoki,0
Aran Teixido Garcia Maria,0
Adrienn Nagy,0
Weronika Falkowska,0
Jessica Bertoldo,0
Lauryn John-Baptiste,0
Alice Gillan,0
Chengyiyi Yuan,0
Celia Cervino Ruiz,0
Ekaterina Kazionova,0
Francesca Dell'Edera,0
Petra Hule,0
Ipek Oz,0
Verena Meliss,0
Martina Capurro Taborda,0
Nagi Hanatani,0
Gabriela Ce,0
Deborah Chiesa,0
Jeong Jang Su,0
Georgina Garcia-Perez,0
Sae Noguchi,0
Laima Vladson,0
Sonja Zhenikhova,0
Yujia Huang,0
Inka Wawrzkiewicz,0
Chenting Zhu,0
Shiho Tsujioka,0
Ekaterina Perelygina,0
Julia Stusek,0
Jeline Vandromme,0
Anastasiia Firman,0
Ruby Cooling,0
Eryn Cayetano,0
Hayu Kinoshita,0
Irem Kurt,0
Nanari Katsumi,0
Veronika Podrez,0
Rebecca Munk Mortensen,0
Camilla Gennaro,0
Maria Martinez Vaquero,0
Defne Cirpanli,0
Sarah Iliev,0
Milla Sequeira,0
Julia Avdeeva,0
Nina Vargova,0
Federica Urgesi,0
Zongyu Li,0
Marie Vogt,0
Anja Wildgruber,0
Beatrice Ricci,0
Matylda Burylo,0
Yi Chen Meng,0
Matilde Jorge,0
Diana Martynov,0
Natsumi Kawaguchi,0
Sophia Biolay,0
Madison Sieg,0
Valentina Ivanov,0
Judith Visscher Stephanie,0
Ariana Arseneault,0
Francesca Curmi,0
Mana Kawamura,0
Esther Adeshina,0
Meiling Wang,0
Yuki Naito,0
Katerina Tsygourova,0
Arlinda Rushiti,0
Fiona Ganz,0
Franziska Sziedat,0
Marie Villet,0
Malene Helgo,0
Eva Guerrero Alvarez,0
Katarina Jokic,0
Rasheeda McAdoo,0
Ayla Aksu,0
Jacqueline Cabaj Awad,0
Ya-Hsuan Lee,0
Iva Primorac,0
Gabriela Lee,0
Tamila Gadamauri,0
Noemi Maines,0
Eva Bennemann,0
Daphnee Mpetshi Perricard,0
Mika Stojsavljevic,0
Yufei Ren,0
Lidia Encheva,0
Vittoria Paganetti,0
Daria Yesypchuk,0
Valentina Steiner,0
Akasha Urhobo,0
Anouck Vrancken Peeters,0
Nellie Taraba Wallberg,0
Alisa Vasileva,0
Ena Koike,0
Jenny Lim,0
Akua Stoiber Ranah,0
Nala Milic Ela,0
Madelief Hageman,0
Samira De Stefano,0
Astrid Cirotte,0
Alicia Dudeney,0
Mia Ristic,0
Erika Andreeva,0
Elena Cabezas Dominguez Sofia,0
Laura Hietaranta,0
Amandine Monnot,0
Hiromi Abe,0
Hibah Shaikh,0
Lea Ma,0
Valentina Ryser,0
Margaux Rouvroy,0
Julie Belgraver,0
Victoria Allen,0
Haley Giavara,0
