Player,Points
Charles Broom,114
Keegan Smith,114
Luka Pavlovic,113
Roberto Carballes Baena,113
Michael Geerts,113
Andrea Pellegrino,112
Francesco Passaro,112
Alejandro Moro Canas,111
Remy Bertola,111
Hugo Gaston,110
Otto Virtanen,110
Chun-Hsin Tseng,109
Tung-Lin Wu,108
Florent Bax,106
Maks Kasnikowski,106
Alastair Gray,105
Pierre-Hugues Herbert,104
Billy Harris,104
Aleksandar Vukic,103
Murphy Cassone,103
Michael Zheng,102
Thiago Monteiro,102
Marc-Andrea Huesler,102
Marek Gengel,101
Juncheng Shang,100
Rodrigo Pacheco Mendez,100
Braden Shick,99
Colton Smith,97
Jack Kennedy,97
Genaro Alberto Olivieri,97
Igor Marcondes,96
Tom Gentzsch,96
Grigor Dimitrov,95
Kaichi Uchida,95
Michele Ribecai,94
Buvaysar Gadamauri,94
Filippo Romano,94
Juan Estevez,91
Vitaliy Sachko,90
Ugo Blanchet,90
August Holmgren,89
Joao Lucas Reis Da Silva,88
Andrea Collarini,87
Lorenzo Giustino,87
Philip Henning,87
Mili Poljicak,86
Fajing Sun,86
Alvaro Guillen Meza,85
Blake Ellis,84
Blaise Bicknell,84
Kimmer Coppejans,83
Juan Manuel La Serna,83
Franco Roncadelli,83
Max Alcala Gurri,83
Jonas Forejtek,83
Yunchaokete Bu,82
Matteo Martineau,82
Li Tu,81
Yu Hsiou Hsu,81
Florian Broska,80
Franco Agamenone,80
Yosuke Watanuki,79
Jan Choinski,79
Eduardo Ribeiro,79
Philip Sekulic,79
Nikolas Sanchez Izquierdo,79
Dominic Stricker,78
Carlos Sanchez Jover,78
Federico Bondioli,77
Miguel Damas,77
Alex Martinez,76
Tibo Colson,76
Mert Alkaya,76
Hynek Barton,76
Yasutaka Uchiyama,75
Edas Butvilas,75
Alex Barrena,75
Valerio Aboian,75
Beibit Zhukayev,74
Jacob Fearnley,73
Andrej Nedic,73
Matej Dodig,73
Carl Emil Overbeck,73
Luciano Emanuel Ambrogi,73
Andrej Martin,72
Alafia Ayeni,72
Oliver Crawford,72
Jason Kubler,71
Thiago Seyboth Wild,71
Sean Cuenin,71
Petr Nesterov,71
Marko Topo,70
Bernard Tomic,70
Robin Bertrand,70
Paul Jubb,69
Lucio Ratti,68
Max Schoenhaus,67
Colin Sinclair,67
Manas Dhamne,66
Juan Bautista Torres,66
Jacopo Vasami,65
Maxim Mrva,65
Oleg Prihodko,65
Daniel Masur,65
Tai Sach,65
Dragos Nicolae Madaras,64
Dali Blanch,64
Robert Strombachs,64
Matteo Arnaldi,63
Andrea Vavassori,63
Hugo Grenier,63
Tyler Zink,63
Jordan Thompson,62
Jesper de Jong,62
Lui Maxted,62
Justin Engel,62
Maximus Jones,62
Alejo Sanchez Quilez,62
Yanki Erel,61
Enrico Dalla Valle,61
Akira Santillan,61
Quinn Vandecasteele,61
Ioannis Xilas,61
Cyril Vandermeersch,60
Andre Ilagan,60
Sascha Gueymard Wayenburg,60
Martin Krumich,60
Denis Yevseyev,60
Hiroki Moriya,60
Thomas Faurel,60
Emile Hudd,60
Stefan Palosi,59
Eliakim Coulibaly,59
Daniel Dutra da Silva,59
Enzo Aguiard,58
Tommaso Compagnucci,58
Murkel Dellien,58
Taro Daniel,57
Henri Squire,57
Samuele Pieri,57
Cannon Kingsley,57
Henry Searle,56
Duje Ajdukovic,56
Jerome Kym,55
Ognjen Milic,55
Max Hans Rehberg,55
Max Basing,55
Arthur Weber,55
Ivan Gakhov,55
Digvijaypratap Singh,55
Shintaro Mochizuki,54
Justin Boulais,54
Sumit Nagal,54
Andres Martin,54
Juan Sebastian Gomez,53
Daniel Michalski,53
Marvin Moeller,53
Giles Hussey,53
Anton Shepp,52
Yi Zhou,52
Oriol Roca Batalla,52
Amir Omarkhanov,52
Karan Singh,52
Semen Pankin,51
Christian Langmo,51
Arthur Cazaux,50
Mees Rottgering,50
Guy Den Ouden,50
Hamish Stewart,50
Karim Bennani,50
Taha Baadi,50
Arthur Nagel,50
Andrey Chepelev,50
Kilian Feldbausch,49
Maxime Chazal,49
Marc Polmans,49
Yuta Shimizu,49
Niels Visker,49
Sandro Kopp,49
Daniel Siniakov,48
Gavin Young,48
Dan Added,48
Fares Zakaria,48
Daniel Milavsky,48
Georgii Kravchenko,48
Duncan Chan,47
Inaki Montes-De La Torre,47
Ivan Ivanov,47
Pavle Marinkov,47
Dan Martin,47
Alex Marti Pujolras,46
Johan Nikles,46
Adrian Boitan,46
Alan Fernando Rubio Fierros,46
Masamichi Imamura,46
Anton Matusevich,46
Pedro Sakamoto,46
Cezar Cretu,45
Yaroslav Demin,45
Marat Sharipov,45
Daniel Elahi Galan,44
Francesco Forti,44
Ivan Marrero Curbelo,44
Moez Echargui,44
Antoine Ghibaudo,44
Sergi Perez Contri,44
Sergio Callejon Hernando,44
Jack Loge,44
Matthew Dellavedova,44
Lilian Marmousez,43
Calvin Hemery,43
Dimitar Kuzmanov,43
Samuel Vincent Ruggeri,43
Garrett Johns,43
Gonzalo Villanueva,43
Sebastian Sorger,42
Luca Castelnuovo,42
Karlis Ozolins,42
Corentin Denolly,42
Paulo Andre Saraiva Dos Santos,42
Vadym Ursu,42
Alexander Binda,42
Petr Bar Biryukov,42
Lukas Pokorny,41
Santiago Rodriguez Taverna,41
Lorenzo Joaquin Rodriguez,41
Aidan McHugh,40
Koki Matsuda,40
Petr Brunclik,40
Alessandro Pecci,40
Sidharth Rawat,40
Giuseppe La Vela,40
Daniel Rincon,40
Felix Balshaw,40
Andrew Fenty,40
Cruz Hewitt,40
Matthew William Donald,40
John Echeverria,40
Izan Almazan Valiente,40
Leo Borg,40
Olaf Pieczkowski,39
Christoph Negritu,39
Patrick Zahraj,39
Federico Iannaccone,39
Moerani Bouzige,39
Cedrik-Marcel Stebe,38
Miguel Tobon,38
Geoffrey Blancaneaux,38
Reda Bennani,38
Laurent Lokoli,37
Nerman Fatic,37
Mark Lajal,37
Maximo Zeitune,37
Carlos Maria Zarate,37
Mathys Erhard,37
Mats Rosenkranz,36
Mika Brunold,36
Matteo Covato,36
Oskar Brostrom Poulsen,36
Daniel Antonio Nunez,36
Gilles Arnaud Bailly,36
Viktor Durasovic,36
Nicolas Villalon,36
Robin Catry,36
Karl Poling,36
Omar Jasika,36
Dusan Obradovic,36
Laslo Djere,35
Harold Mayot,35
Tristan Boyer,35
Gabriel Ghetu,35
Kei Nishikori,35
Hunter Heck,35
Daniel De Jonge,35
Mitchell Krueger,35
Lucas Poullain,35
Federico Arnaboldi,35
Ryan Colby,35
Tiago Torres,35
David Jorda Sanchis,35
Milos Karol,34
Joaquin Aguilar Cardozo,34
Alex Hernandez,34
Juan Cruz Martin Manzano,34
Millen Hurrion,34
Karol Filar,34
Mitsuki Wei Kang Leong,34
Hyeon Chung,34
Matt Kuhar,34
Saba Purtseladze,34
Lorenzo Carboni,34
Hikaru Shiraishi,34
Johannus Monday,33
Conner Huertas del Pino,33
Arthur Bouquier,33
Michael Antonius,33
Gianmarco Ferrari,33
Peter Makk,33
Bruno Fernandez,33
Patrick Schoen,33
Lukas Klein,32
