Player,Points
Kamil Majchrzak,187
Vilius Gaubas,185
Reilly Opelka,180
Zhizhen Zhang,180
Adam Walton,179
Alex Bolt,178
Daniel Merida,176
Jenson Brooksby,175
Titouan Droguet,173
Stefano Travaglia,172
Michael Mmoh,169
Tomas Barrios Vera,166
Daniil Glinka,166
Lloyd Harris,164
Emilio Nava,161
Pablo Llamas Ruiz,160
Federico Agustin Gomez,160
Marco Trungelliti,157
Clement Chidekh,156
Joel Schwaerzler,155
Nicolas Mejia,149
Henrique Rocha,148
Arthur Fery,147
Felix Gill,147
Rio Noguchi,146
Luca Nardi,145
Elmer Moller,145
Alexis Galarneau,144
Stefan Kozlov,142
Damir Dzumhur,140
Elias Ymer,140
Dino Prizmic,139
Zdenek Kolar,139
Moise Kouame,138
Pavel Kotov,138
Cristian Garin,135
Gianluca Cadenasso,135
Lautaro Midon,132
Dalibor Svrcina,130
Alexei Popyrin,130
Guido Ivan Justo,130
Francisco Comesana,128
Ilia Simakin,128
Zsombor Piros,125
Marco Cecchinato,125
Stefan Dostanic,123
Liam Draxl,121
Patrick Kypson,120
Juan Pablo Varillas,120
Nicolai Budkov Kjaer,117
Pol Martin Tiffon,117
Gabriel Diallo,115
Federico Cina,115
Filip Cristian Jianu,114
Stefanos Sakellaridis,113
Andrea Pellegrino,112
Francesco Passaro,112
Timofey Skatov,111
Jay Clarke,110
Mikhail Kukushkin,110
Keegan Smith,110
Dusan Lajovic,109
Gustavo Heide,109
Nishesh Basavareddy,108
Roberto Bautista Agut,108
Hayato Matsuoka,108
Facundo Mena,108
Tristan Schoolkate,107
Facundo Diaz Acosta,107
Roberto Carballes Baena,106
Mackenzie McDonald,105
Valentin Royer,105
Aleksandar Vukic,103
Murphy Cassone,103
Max Houkes,103
Michael Zheng,102
Jurij Rodionov,102
Thiago Monteiro,102
Alexandre Muller,101
Chun-Hsin Tseng,101
Andres Andrade,101
Juncheng Shang,100
Frederico Ferreira Silva,99
Pierre-Hugues Herbert,98
Juan Pablo Ficovich,98
Maks Kasnikowski,98
Colton Smith,97
Genaro Alberto Olivieri,97
James McCabe,97
Billy Harris,96
Igor Marcondes,96
Liam Broady,96
Daniel Altmaier,94
Hugo Gaston,94
Charles Broom,94
Hugo Dellien,92
Remy Bertola,92
Clement Tabur,91
Harry Wendelken,91
Tom Gentzsch,91
Kaichi Uchida,91
Gael Monfils,90
Juan Carlos Prado Angelo,90
Alejandro Moro Canas,89
Michael Geerts,88
Diego Dedura,87
Braden Shick,87
Andrea Collarini,87
Darwin Blanch,86
Stefano Napolitano,86
Pedro Boscardin Dias,86
Otto Virtanen,85
Matias Soto,85
Juan Estevez,85
Ugo Blanchet,84
Buvaysar Gadamauri,84
Filippo Romano,81
Lorenzo Giustino,81
Yosuke Watanuki,79
Florian Broska,79
Eduardo Ribeiro,79
Jan Choinski,79
Marc-Andrea Huesler,77
Tung-Lin Wu,77
Franco Roncadelli,77
Alastair Gray,76
Lorenzo Sonego,75
Grigor Dimitrov,75
Yasutaka Uchiyama,75
Matteo Martineau,75
Alex Barrena,75
Carlos Sanchez Jover,75
Federico Bondioli,74
Jacob Fearnley,73
Nikoloz Basilashvili,73
Matej Dodig,73
Carl Emil Overbeck,73
Andrej Martin,72
Luka Pavlovic,72
Gauthier Onclin,72
Philip Sekulic,72
Gonzalo Bueno,72
Jason Kubler,71
Mili Poljicak,71
Sean Cuenin,71
Kimmer Coppejans,71
Edas Butvilas,71
Bernard Tomic,70
Florent Bax,70
Marek Gengel,69
Max Alcala Gurri,69
Miguel Damas,68
Alafia Ayeni,67
Andrea Guerrieri,67
Alvaro Guillen Meza,67
Philip Henning,67
Franco Agamenone,67
Oliver Crawford,66
Oleg Prihodko,65
Maxim Mrva,65
Juan Manuel La Serna,65
Luciano Emanuel Ambrogi,65
Tai Sach,65
Dragos Nicolae Madaras,64
Manas Dhamne,64
Hugo Grenier,63
Jordan Thompson,62
Blake Ellis,62
Lui Maxted,62
Rodrigo Pacheco Mendez,62
Lucio Ratti,62
Soonwoo Kwon,61
Petr Nesterov,61
Nikolas Sanchez Izquierdo,61
Sascha Gueymard Wayenburg,60
Thiago Seyboth Wild,59
Paul Jubb,59
Thomas Faurel,58
Quinn Vandecasteele,58
Daniel Masur,58
Denis Yevseyev,58
Ioannis Xilas,58
Marko Topo,57
Stefan Palosi,57
Tommaso Compagnucci,57
Samuele Pieri,56
Jerome Kym,55
Andrej Nedic,55
Blaise Bicknell,55
Justin Engel,55
Yu Hsiou Hsu,55
Shintaro Mochizuki,54
Henri Squire,54
Max Basing,54
Hynek Barton,54
Maximus Jones,54
Juan Sebastian Gomez,53
Digvijaypratap Singh,53
Daniel Michalski,53
Valerio Aboian,53
