Player,Points
Thiago Monteiro,51
Buvaysar Gadamauri,51
Max Alcala Gurri,51
Arthur Rinderknech,50
Zsombor Piros,50
Marko Topo,50
Guy Den Ouden,50
Yasutaka Uchiyama,50
Cyril Vandermeersch,50
Manas Dhamne,50
Adam Walton,49
Mariano Navone,49
Justin Engel,49
Max Schoenhaus,49
Alex Barrena,49
Ioannis Xilas,49
Nicolai Budkov Kjaer,48
Alafia Ayeni,48
Pablo Llamas Ruiz,48
Henri Squire,48
Sergey Fomin,48
Tai Sach,48
Duncan Chan,47
Juan Carlos Prado Angelo,47
Max Basing,47
Daniel Michalski,47
Alvaro Guillen Meza,46
Sascha Gueymard Wayenburg,46
Billy Harris,46
Adrian Boitan,45
Nikolas Sanchez Izquierdo,45
Samuele Pieri,45
Hugo Gaston,44
Yi Zhou,44
Stefan Palosi,44
Lui Maxted,44
Akira Santillan,44
Lilian Marmousez,43
Jerome Kym,43
Eduardo Ribeiro,43
Cannon Kingsley,43
Mackenzie McDonald,42
Terence Atmane,42
Eliakim Coulibaly,42
Andrea Pellegrino,42
Mert Alkaya,42
Georgii Kravchenko,42
Lucio Ratti,42
Pierre-Hugues Herbert,41
Lukas Pokorny,41
Andrej Nedic,41
Daniel Dutra da Silva,41
Aidan McHugh,40
Matteo Martineau,40
Harry Wendelken,40
Gonzalo Bueno,40
Pedro Boscardin Dias,40
Marco Cecchinato,39
Quinn Vandecasteele,39
Yaroslav Demin,39
Diego Dedura,39
Valerio Aboian,39
Marco Trungelliti,38
Cedrik-Marcel Stebe,38
Max Hans Rehberg,38
Dan Added,38
Alan Fernando Rubio Fierros,38
Ivan Gakhov,38
Niels Visker,38
Facundo Diaz Acosta,38
Christian Langmo,38
Petr Bar Biryukov,38
Daniel Masur,37
Samuel Vincent Ruggeri,37
Paul Jubb,37
Miguel Damas,37
Robin Bertrand,37
Mats Rosenkranz,36
Darwin Blanch,36
Petr Nesterov,36
Joel Schwaerzler,36
Luciano Emanuel Ambrogi,36
Roberto Bautista Agut,35
Grigor Dimitrov,35
Jenson Brooksby,35
Gabriel Diallo,35
Harold Mayot,35
Mees Rottgering,35
Tristan Boyer,35
Matias Soto,35
Edas Butvilas,35
Andre Ilagan,35
Vadym Ursu,35
Juan Pablo Ficovich,34
Hynek Barton,34
Murkel Dellien,34
Beibit Zhukayev,34
Rodrigo Pacheco Mendez,34
Mathys Erhard,34
Jacob Fearnley,33
Johannus Monday,33
Oriol Roca Batalla,33
Reda Bennani,33
Juan Bautista Torres,33
Hiroki Moriya,33
Lukas Klein,32
Olaf Pieczkowski,32
Erik Arutiunian,32
Raul Brancaccio,32
Robert Strombachs,32
Saba Purtseladze,32
Petr Brunclik,32
Dusan Obradovic,32
Jacopo Berrettini,31
Jonas Forejtek,31
Matteo Covato,31
S D Prajwal Dev,31
Carlos Taberner,30
Ognjen Milic,30
Joshua Sheehy,30
Gianmarco Ferrari,30
Leandro Riedi,30
George Loffhagen,30
Karol Filar,30
Dan Martin,30
Alexander Binda,30
Daniel Milavsky,30
Laslo Djere,29
Matheus Pucinelli De Almeida,29
Ryan Colby,28
Marat Sharipov,28
Amir Omarkhanov,28
Giles Hussey,28
Kimmer Coppejans,27
Joaquin Aguilar Cardozo,27
Gabriele Piraino,27
Karl Poling,27
Gonzalo Villanueva,27
Karan Singh,27
Maxime Chazal,26
Tommaso Compagnucci,26
Pedro Sakamoto,26
Andrea Guerrieri,26
Arthur Bouquier,26
Matt Kuhar,26
Mitsuki Wei Kang Leong,26
Arthur Nagel,26
Nicolas Tepmahc,26
Jack Anthrop,25
Elmar Ejupovic,25
Manuel Plunger,25
Thanasi Kokkinakis,25
Luka Pavlovic,25
Patrick Schoen,25
Christoph Negritu,25
Marc Polmans,25
Olle Wallin,25
Emile Hudd,25
Martin Krumich,25
Carlos Lopez Montagud,25
Sergi Perez Contri,25
Nicolas Kicker,25
Andrey Chepelev,25
Dimitris Sakellaridis,25
Giulio Zeppieri,24
Tomas Farjat,24
Daniel Antonio Nunez,24
Martin Landaluce,24
Federico Cina,24
Cruz Hewitt,24
Sumit Nagal,24
Alejandro Juan Mano,24
Stefano Napolitano,24
Pierre Yves Bailly,24
Matthew William Donald,24
Yannik Kelm,24
William Grant,24
Nino Ehrenschneider,24
Mark Lajal,24
Ben Jones,24
Oleksandr Ovcharenko,24
Shintaro Mochizuki,23
Yuta Kawahashi,23
Ivan Marrero Curbelo,23
Shunsuke Mitsui,23
Federico Iannaccone,23
Rudolf Molleker,23
Felix Balshaw,23
Manish Sureshkumar,23
Kenta Miyoshi,22
Tom Paris,22
Pedro Rodenas,22
Daniel Elahi Galan,22
Federico Arnaboldi,22
Nitin Kumar Sinha,22
Henrique Rocha,22
Taha Baadi,22
Philip Sekulic,22
Patrick Zahraj,22
Pierre Delage,22
Izan Almazan Valiente,22
David Jorda Sanchis,22
Yanki Erel,21
Bruno Fernandez,21
Neil Oberleitner,21
Tomasz Berkieta,21
Luca Staeheli,21
Alberto Barroso Campos,21
Blaise Bicknell,21
Matej Dodig,21
Jake Delaney,21
Alejo Sanchez Quilez,21
Hyeon Chung,21
Felix Corwin,21
Stefan Popovic,21
Aziz Ouakaa,21
Ryan Fishback,21
Gilles Arnaud Bailly,20
Maxim Mrva,20
Dong Ju Kim,20
Alex Martinez,20
Pavle Marinkov,20
Carlos Maria Zarate,20
Andreja Petrovic,20
Joao Lucas Reis Da Silva,20
Filippo Romano,20
Ivan Ivanov,20
Karlis Ozolins,20
Geoffrey Blancaneaux,20
Fausto Tabacco,20
Eric Vanshelboim,20
Timofei Derepasko,20
Andrew Johnson,19
Viktor Durasovic,19
Johan Nikles,19
Louis Wessels,19
Maximo Zeitune,19
Masamichi Imamura,19
Marvin Moeller,19
Rodrigo Alujas,19
Sandro Kopp,19
Natan Rodrigues,19
Hikaru Shiraishi,19
Garrett Johns,19
Sergio Callejon Hernando,19
Toufik Sahtali,19
Samuel Heredia,19
Romain Faucon,19
Nicolas Barrientos,18
Alexey Vatutin,18
Marlon Vankan,18
Pawit Sornlaksup,18
Thijs Boogaard,18
Li Tu,18
Leo Vithoontien,18
Ergi Kirkin,18
Michele Ribecai,18
Tiago Torres,18
Genaro Alberto Olivieri,18
Andres Martin,18
Matteo Arnaldi,17
Dalibor Svrcina,17
Filip Misolic,17
Matisse Bobichon,17
Taym Al Azmeh,17
Mitchell Krueger,17
Charlie Robertson,17
Lukas Neumayer,17
Andres Santamarta Roig,17
Semen Pankin,17
Tim Handel,17
Massimo Giunta,17
Tibo Colson,17
Jose Pereira,17
Alex Kuperstein,17
Ozan Baris,17
Henry Searle,17
Dominik Palan,17
Aleksandr Braynin,17
Dragos Nicolae Cazacu,17
Federico Bondioli,17
Tristan McCormick,17
Constantin Bittoun Kouzmine,17
Yusuke Kusuhara,16
Inaki Montes-De La Torre,16
Daniel Siniakov,16
Aidan Kim,16
Dhakshineswar Suresh,16
